"Pair";"Session";"Fribble_nr";"Name_a";"Name_b"
"093094";"post";11;"ronde neus voor";"bolle neus"
"093094";"post";12;"spijker arm";"schroef in arm"
"093094";"post";13;"clown op platform";"clown"
"093094";"post";14;"mannetje omarmt balk";"bol boven"
"093094";"post";15;"rokjes platform pijp";"vierkant rond midden"
"093094";"post";16;"diabolo";"twee diabolo"
"097098";"pre";1;"blokkentoren handvatten links";"robot vierkant antenne"
"097098";"pre";2;"driehoek links bovenop kopje";"eclectisch driehoek gradueel"
"097098";"pre";3;"vierkant rechtsboven rand";"draai blokje driehoekje"
"097098";"pre";4;"twee staafjes rechts";"gelijkheidsteken hendel voetje"
"097098";"pre";5;"rechthoekige staaf bovenop";"sip hangend balkje"
"097098";"pre";6;"theelepel linksbovenin kopje";"eivormig balkje traanvormig"
"097098";"pre";7;"plankje twee pootjes";"plankje bakje plukje"
"097098";"pre";8;"blokkerige satelliet bovenop";"ruitvormig bonenmaler uitsteeksels"
"097098";"pre";9;"lepel rechts boven";"verscholen rondje voetje"
"097098";"pre";10;"steun plateau achter kopje";"afgerond schuin balk"
"097098";"pre";11;"twee verschillende lepels";"eivormig gleuf pijlvormig"
"097098";"pre";12;"handvat met tentharing";"plateau b vormig uitsteeksel"
"097098";"pre";13;"handvaten drie balletjes";"bodem golfjes cirkel"
"097098";"pre";14;"balletje drijft linksboven";"rechthoek ei hoek"
"097098";"pre";15;"gelijke staafjes bovenop";"etage hoek cilinder"
"097098";"pre";16;"drie lange handvatten";"stuur handvatten slurf wolkenkrabber"
"097098";"post";1;"twee blokken handvatten links";"vierkant antenne wolkenkrabber uitsteeksels"
"097098";"post";2;"driehoek linksboven";"driehoek boven"
"097098";"post";3;"draaikolk onderin driehoek";"draai driehoekige voet"
"097098";"post";4;"is teken rechts";"twee rechthoeken rechts opzij"
"097098";"post";5;"rechthoekig blok bovenop";"sip balkje gleuf"
"097098";"post";6;"theelepel linksboven kopje";"eivormig platte cirkel"
"097098";"post";7;"plankje poten bakje";"plankje bakje erop"
"097098";"post";8;"vierkante satelliet linksboven";"gebogen tuitje onder"
"097098";"post";9;"onderzetter koffielepel rechtsboven";"voetje platte cirkel"
"097098";"post";10;"rugsteun ongelijke handvatten";"afgeronde tuitjes weerskanten"
"097098";"post";11;"staafdiagram lepel";"ei gleuf balkje"
"097098";"post";12;"tentharing linker handvat";"rond plateau voor"
"097098";"post";13;"handvatten drie bolletjes";"drie ruiten weerszijden"
"097098";"post";14;"balletje linksbovenin kopje";"eivormig rechthoek voor"
"097098";"post";15;"gelijke staafjes bovenop";"doorklieven plateau onderaan"
"097098";"post";16;"blokken handvat rechts";"twee dezelfde handvatten"
"099100";"pre";1;"verrekijker";"schroef op pot"
"099100";"pre";2;"driehoek bovenaan";"driehoek op pot"
"099100";"pre";3;"lijkt op wijnglas";"voetstuk onder pot"
"099100";"pre";4;"bevat is teken";"zijkant twee balkjes"
"099100";"pre";5;"hanenkam korte mouwen";"balkje op pot"
"099100";"pre";6;"rechthoek door neus";"schroef door neus"
"099100";"pre";7;"horizontale rechthoek bovenaan";"bankje aan pot"
"099100";"pre";8;"een arm en been";"hanenkam schroef erdoor"
"099100";"pre";9;"theepot deksel linksachter";"opzetstuk onder pot"
"099100";"pre";10;"vierkant bovenstuk paardenstaart";"knuppel achter pot"
"099100";"pre";11;"liniaal in pennenbak";"twee grotere roerstaafjes"
"099100";"pre";12;"rondvormig dienblad vasthouden";"spijker in oor"
"099100";"pre";13;"pippi langkous vlechten";"plaat onder pot"
"099100";"pre";14;"een bol bovenaan";"balletje op pot"
"099100";"pre";15;"vierkante tutu";"plaat over pot"
"099100";"pre";16;"wortelvormige neus haar";"twee verschillende oren"
"099100";"post";1;"omgekeerd hondje";"hondje ondersteboven"
"099100";"post";2;"hoedje driehoek";"driehoek op hoofd"
"099100";"post";3;"wijnglas";"wijnglas"
"099100";"post";4;"is teken";"is teken"
"099100";"post";5;"espressoapparaat";"espressoapparaat"
"099100";"post";6;"neus met staaf";"spijker door neus"
"099100";"post";7;"bankje tafeltje";"bankje en duikplank"
"099100";"post";8;"helikopter";"helikopter op hoofd"
"099100";"post";9;"theekopje met deksel";"theekopje een staafje"
"099100";"post";10;"ongelijke armen";"knuppel achter pot"
"099100";"post";11;"theemok twee lepeltjes";"theekopje"
"099100";"post";12;"dienblad en spijker";"dienblad en spijker"
"099100";"post";13;"pippi langkous";"pippi langkous"
"099100";"post";14;"bol bovenaan";"balletje op pot"
"099100";"post";15;"tutu";"ballerina"
"099100";"post";16;"uitsteeksels legoblokjes slurf";"vier uitsteeksels"
"101102";"pre";1;"satelliet met antenne";"kleine robot"
"101102";"pre";2;"piramide bovenop";"tovenaars hoedje"
"101102";"pre";3;"gedraaid uitsteeksel onderkant";"wijnglas"
"101102";"pre";4;"is teken en minteken";"heuveltje bovenop"
"101102";"pre";5;"vinnen beiderzijds";"weinig uitstulpingen"
"101102";"pre";6;"balletje op stokje";"neuspiercing"
"101102";"pre";7;"tafel met bakje";"uitklaptafeltje"
"101102";"pre";8;"satelliet vormig uitsteeksel bovenop";"gespiest vierkant"
"101102";"pre";9;"mok lepel koekje";"verborgen cirkel"
"101102";"pre";10;"gieter met dakje";"armpjes met bolletjes"
"101102";"pre";11;"kegel rechthoek bovenin";"pluim op hoofd"
"101102";"pre";12;"kegel uit pacman uitsteeksel";"bleekselderij"
"101102";"pre";13;"kralensnoer op plateau";"meisje met staartjes"
"101102";"pre";14;"armen en hoofd";"man naast paal"
"101102";"pre";15;"glijbaan op plateau";"mannetje dat zwaait"
"101102";"pre";16;"uitgerekte kubus rechts";"loodrechte dildos"
"101102";"post";1;"robot met antenne";"robot"
"101102";"post";2;"tovenaar vierkante neus";"misvormde tovenaar"
"101102";"post";3;"wijnglas gedraaide poot";"wijnglas"
"101102";"post";4;"is teken en minteken";"min is teken"
"101102";"post";5;"haaienvin met balk";"balk bovenop"
"101102";"post";6;"poppetje met neuspiercing";"neuspiercing"
"101102";"post";7;"tafeltje met bakje";"tafel met kom"
"101102";"post";8;"satelliet en staart";"satelliet bovenop"
"101102";"post";9;"kopje lepeltje rondje";"verstopte cirkel"
"101102";"post";10;"gieter met handvat";"gieter"
"101102";"post";11;"strip en zandloper uitsteeksel";"uitgerekte driehoek"
"101102";"post";12;"plateau en selderij";"bleekselderij links"
"101102";"post";13;"meisje met vlechten";"meisje met vlechten"
"101102";"post";14;"mannetje met paal";"dikke man"
"101102";"post";15;"zwaaiend met rokje";"zwaaiende ballerina"
"101102";"post";16;"twee verschillende lepels";"twee lepels"
"103104";"pre";1;"verrekijker met walkie-talkie antenne";"vastgeplakt vierkant zijkant"
"103104";"pre";2;"verjaardags hoedje op wieltjes";"driehoek bovenop"
"103104";"pre";3;"sierlijk gedraaide voet";"staand gedraaide staaf"
"103104";"pre";4;"split in oorlel";"rechterkant twee rechthoekjes"
"103104";"pre";5;"pinguin met hanenkam";"compact drie uitsteeksels"
"103104";"pre";6;"assymetrische dikke neus piercing";"doorboorde bolle neus"
"103104";"pre";7;"platte bril";"plankje met beugels"
"103104";"pre";8;"één benige";"doorboorde ruit bovenop"
"103104";"pre";9;"pinokkio op richel";"ronde plaat achterkant"
"103104";"pre";10;"gespiest schuin afdakje";"staaf ronde uiteinden"
"103104";"pre";11;"dikke bolle neus";"ronde bolle neus"
"103104";"pre";12;"ober met neus toeter";"linkerkant puntige spijker"
"103104";"pre";13;"symmetrisch met onderplaat";"staat op vierkant"
"103104";"pre";14;"gekruisigd aan paal";"rechthoekige staaf zijkant"
"103104";"pre";15;"zwemmen met gebalde vuist";"omsluitende vierkante band"
"103104";"pre";16;"whatever pinokkio punt haar";"twee omgedraaide kegels"
"103104";"post";1;"verrekijker";"verrekijker met vierkant"
"103104";"post";2;"piramide ŽŽn twee wieltjes";"driehoek op bovenkant"
"103104";"post";3;"gedraaide voet";"gedraaide voet"
"103104";"post";4;"afgeplat trapezium bovenop";"afgestompte driehoek"
"103104";"post";5;"pinguin";"pinguin"
"103104";"post";6;"neuspiercing";"neuspiercing"
"103104";"post";7;"bril plankje";"plankje en bril"
"103104";"post";8;"gespiest ruit op voet";"gespiest ruit"
"103104";"post";9;"schijf achter op richel";"richel"
"103104";"post";10;"bolletjes spies plat dak";"ronde bollen spies"
"103104";"post";11;"twee stokjes één complex";"ronde neus sprieten"
"103104";"post";12;"ober met spijker";"ober met spijker"
"103104";"post";13;"twee sprietjes op vierkant";"staand op vierkant"
"103104";"post";14;"knuffelende gekruisigde jezus";"jezus"
"103104";"post";15;"vierkant rokje";"vierkant rokje"
"103104";"post";16;"twee kegels één verrekijker";"twee kegels"
"105106";"pre";1;"twee armen controller";"vierkant paddenstoel twee"
"105106";"pre";2;"driehoek hoofd";"driehoek kegel trapezium"
"105106";"pre";3;"standbeeld op pilaar";"kubus draai driehoek"
"105106";"pre";4;"trapeze twee balkjes";"is pijl trapezium"
"105106";"pre";5;"notitie maken rechts";"compact balk staafje"
"105106";"pre";6;"wc ontstopper met rondje";"bol balk erdoorheen"
"105106";"pre";7;"dienblad eetbak";"plank tuitje uitsteeksels"
"105106";"pre";8;"zeepaard staart oren";"complex vierkanten staven"
"105106";"pre";9;"pollepel staaf rond";"cirkel onderkant lepel"
"105106";"pre";10;"balk door midden";"v"
"105106";"pre";11;"kom lepel bolletje";"ei lepel driehoek"
"105106";"pre";12;"schroef balk dienblad";"spijker cirkel b"
"105106";"pre";13;"vlechten spiegel platteau";"cirkel dna ondergrond"
"105106";"pre";14;"zijkant lange balk";"balk bol stang"
"105106";"pre";15;"vierkant rondom slurf";"plateau buis hoek"
"105106";"pre";16;"staart armen antenne";"kegels kubussen"
"105106";"post";1;"paddestoel vierkant kubus";"paddenstoel vierkant kubussen"
"105106";"post";2;"driehoek trapeze cirkel";"driehoek trapezium"
"105106";"post";3;"wijnglas taartpunt vierkant";"wijnglas draai kubus"
"105106";"post";4;"is teken trapeze";"is trapezium pijl"
"105106";"post";5;"goudstaaf kap";"compact goudstaaf kap"
"105106";"post";6;"wc-ontstopper cirkel staaf";"ei staaf cirkel"
"105106";"post";7;"dienblad bakje";"dienblad pootjes trapezium"
"105106";"post";8;"zeepaardje ruit kubus";"zeepaardje ruit staven"
"105106";"post";9;"plateau cirkel achter";"onderstel cirkel lepel"
"105106";"post";10;"kanon staafjes ei";"kanon eieren staaf"
"105106";"post";11;"cirkel lepel staafjes";"ei lepel rechthoek"
"105106";"post";12;"spijker cirkel";"spijker b cirkel"
"105106";"post";13;"dna cirkel vierkant";"dna cirkel onderstuk"
"105106";"post";14;"ei staaf balk";"ei balk staaf"
"105106";"post";15;"zeven slurf vierkant";"plateau slurf zeven"
"105106";"post";16;"kubus staafjes slurf";"kubussen lepels staaf"
"107108";"pre";1;"vierkant plateau rechts";"verrekijker op hoofd"
"107108";"pre";2;"piramide bovenop";"bak met feesthoedje"
"107108";"pre";3;"gedraaide balk onderaan";"zwaaiend en dansend"
"107108";"pre";4;"twee balkjes rechts";"koffiezetapparaat"
"107108";"pre";5;"vierkant balkje bovenop";"strak gezicht"
"107108";"pre";6;"voorkant rondje balk";"honden botje in bek"
"107108";"pre";7;"rechts balk driehoek";"keuken plankje met bakken houder"
"107108";"pre";8;"bovenaan vierkant staaf";"twee staart danseres"
"107108";"pre";9;"achterkant cirkelvormig plateau";"pinokkio met haarplukje"
"107108";"pre";10;"uitstekende balken rondje";"honkbal uitrusting"
"107108";"pre";11;"voorkant rechts rondje";"bowl pion op hoofd"
"107108";"pre";12;"links grote spijker";"dienblad vasthouden"
"107108";"pre";13;"vierkante onderzetter";"chips bak met slingers"
"107108";"pre";14;"vooraan lange balk";"bol.com mannetje"
"107108";"pre";15;"vierkant midden omheen";"fabriek met buizen"
"107108";"pre";16;"twee ovalen staven";"achteraanzicht kop miereneter"
"107108";"post";1;"robot verrekijker";"robot verrekijker"
"107108";"post";2;"driehoek muts";"punthoedje"
"107108";"post";3;"juichen omgekeerde hond";"juichende omgekeerde hond"
"107108";"post";4;"twitter vogeltje";"twitter icoontje"
"107108";"post";5;"gezicht twee oren";"gezicht met oren"
"107108";"post";6;"neuspiercing";"neuspiercing"
"107108";"post";7;"pan doorheen gezakt";"plank met pan"
"107108";"post";8;"dansende poppetje";"dansende poppetje"
"107108";"post";9;"cocktail pinokkio";"pinokkio cocktail"
"107108";"post";10;"honkballer";"honkbal uitrusting"
"107108";"post";11;"bowlen pion";"bowling pion"
"107108";"post";12;"spijker";"spijker"
"107108";"post";13;"plateau feestslingers";"tafel met slingers"
"107108";"post";14;"bol.com man";"bol.com poppetje"
"107108";"post";15;"meisjesrok fabriek";"fabriek meisje"
"107108";"post";16;"miereneter";"miereneter"
"109110";"pre";1;"spijker op mok";"vierkante ogen"
"109110";"pre";2;"piramide bovenop";"punthoofd"
"109110";"pre";3;"gedraaide pilaar";"hoge toren"
"109110";"pre";4;"flappy bird";"gelijk aan teken"
"109110";"pre";5;"dun cilindertje ernaast";"raket vierkante top"
"109110";"pre";6;"spijker door bol";"eivormige neus piercing"
"109110";"pre";7;"twee potig platform";"tafel twee poten"
"109110";"pre";8;"negentig graden opzetstuk";"vierkante spijker oren"
"109110";"pre";9;"doorboord glas ijsthee";"chocomelk met wafel"
"109110";"pre";10;"ronde horizontale paal";"zijwaartse peper zout"
"109110";"pre";11;"bol en uisteeksels";"ei neus kegel antenne"
"109110";"pre";12;"dolk in balk";"spijker in arm"
"109110";"pre";13;"wokkel oren";"beker op tafel"
"109110";"pre";14;"rechte verticale paal";"eihoofd dunne armen"
"109110";"pre";15;"henry stofzuiger";"vierkante dwarslaesie"
"109110";"pre";16;"vier uitsteeksels";"antenne drie armen"
"109110";"post";1;"normale spijker";"echte spijker"
"109110";"post";2;"piramide";"punthoofd kogel"
"109110";"post";3;"struisvogel";"wijnglas"
"109110";"post";4;"flappy bird";"flappy bird"
"109110";"post";5;"balk";"raket balk hoofd"
"109110";"post";6;"indiaan met piercing";"indiaan met piercing"
"109110";"post";7;"tafel";"tafel"
"109110";"post";8;"doorboord boek";"doorboord boek"
"109110";"post";9;"ijsthee";"ijsthee"
"109110";"post";10;"zout en peper";"peper en zout"
"109110";"post";11;"indiaan zonder piercing";"indiaan met vulpen"
"109110";"post";12;"pacman";"pacman en vergrootglas"
"109110";"post";13;"wokkels";"wokkel oren"
"109110";"post";14;"breed";"macho"
"109110";"post";15;"glijbaan fabriek";"fabriek"
"109110";"post";16;"de moeilijke";"robot moeilijk"
"113114";"pre";1;"vierkant vlak";"blok achtige uitsteeksels links"
"113114";"pre";2;"driehoek";"grote driehoek bovenin"
"113114";"pre";3;"schroefvorm op driehoek";"gedraaide steel onder"
"113114";"pre";4;"is teken";"twee rechtse uitsteeksels"
"113114";"pre";5;"soort masker";"rechthoekje op kopje"
"113114";"pre";6;"bol en schijfje";"stang door bolletje"
"113114";"pre";7;"soort zwevend bankje";"soort picknicktafel voorkant"
"113114";"pre";8;"grootste object";"ruit met armen"
"113114";"pre";9;"kom op verhoging";"geribbeld uitsteeksel links"
"113114";"pre";10;"tafel in kom";"afgeronde uitsteeksels beiderzijds"
"113114";"pre";11;"penseel in kom";"rechthoek uit kop"
"113114";"pre";12;"soort serveerschaal";"ribbel achtige en schijf uitsteeksel"
"113114";"pre";13;"kleine kubusjes";"vierkante plaat onderin"
"113114";"pre";14;"lange smalle balk";"bolletje boven"
"113114";"pre";15;"ronde balk";"vierkant dwars doorheen"
"113114";"pre";16;"meerdere ronde handvaten";"haakse bowlingpin achtige uitsteeksels"
"113114";"post";1;"wolkenkrabbers aan kopje";"wolkenkrabber ogen plat vierkant"
"113114";"post";2;"soort tentvorm";"lowlands tentje klein aanhangsel"
"113114";"post";3;"soort cocktailglas";"cocktailglas"
"113114";"post";4;"soort is teken";"is teken"
"113114";"post";5;"robot of uiltje";"robot uiltje"
"113114";"post";6;"bolletje met stang";"stang door bolletje"
"113114";"post";7;"soort zwevend bankje";"bankje bakje bovenop"
"113114";"post";8;"wafelvorm bovenop";"wafels boven"
"113114";"post";9;"kop afgeronde balk";"lepel platte schijf"
"113114";"post";10;"tafeltje in mok";"stompe armpjes tafeltje"
"113114";"post";11;"penseel vorm";"penseel bol driehoekig aanhangsel"
"113114";"post";12;"ronde platte schijf";"verkeers koontje platte schijf"
"113114";"post";13;"vierkant met fonteintjes";"fontein plat vierkanten bodem"
"113114";"post";14;"uitstekende lange balk";"kopje hoger balk"
"113114";"post";15;"ronde lange balk";"rokje armpje oogjes"
"113114";"post";16;"kegelvormen negentig graden";"negentig graden kegels"
"119120";"pre";1;"robot antenne vierkant";"verrekijker en antenne"
"119120";"pre";2;"geometrisch hoedje";"spitse driehoek bovenop"
"119120";"pre";3;"draaien";"spiraal op driehoek"
"119120";"pre";4;"usbs staart hoedje";"twee streepjes rechts"
"119120";"pre";5;"symmetrisch waterafvoer raket boosters";"driehoekige neus rechts"
"119120";"pre";6;"plantenbak citroen stamper plukje";"bol voorkant doorboord"
"119120";"pre";7;"tafel";"tafel met blokje"
"119120";"pre";8;"ninjaster als dumbbell";"ruit bovenkant doorboord"
"119120";"pre";9;"pot still oude camera";"pinokkio neus links"
"119120";"pre";10;"draai emmer paneel";"doorborende zeshoekige armen"
"119120";"pre";11;"puntig rond geometrisch";"clownsneus driehoekig oor"
"119120";"pre";12;"kaneelstokje helicopterplatform batman signaal";"toeter op arm"
"119120";"pre";13;"symmetrisch natuurlijk breed";"stoom uit oren"
"119120";"pre";14;"armen plank";"twee ronde armen"
"119120";"pre";15;"plat doorgezakt semi symmetrisch";"twee streepjes boven"
"119120";"pre";16;"deegrol handels oude usb";"vier kubussen voorkant"
"119120";"post";1;"robot spijker plaat";"verrekijker"
"119120";"post";2;"hoedje kogel";"spitse driehoek bovenop"
"119120";"post";3;"draaiende voet";"spiraal driehoekige voet"
"119120";"post";4;"usbs staart papieren boot";"usb-sticks"
"119120";"post";5;"oorbellen balk";"lage oorbellen"
"119120";"post";6;"ijsthee stamper";"ijsthee stamper"
"119120";"post";7;"tafel";"tafeltje"
"119120";"post";8;"dumbbell ruit";"doorboorde ruit bovenop"
"119120";"post";9;"oude camera pinokkio";"pinokkio"
"119120";"post";10;"armen paneel draai emmer";"zeshoekige armen"
"119120";"post";11;"ijsthee prikker zonder ijsthee prikker";"neus zonder stamper"
"119120";"post";12;"batmanlogo kaneelstokje helicopterplatform";"batman"
"119120";"post";13;"spiralen schotel octopus arm";"stoomwolkjes uit oren"
"119120";"post";14;"dunne armen";"knuffelende dunne armen"
"119120";"post";15;"boot slang l";"stoomboot met l"
"119120";"post";16;"deegrollen";"deegroller"
"121122";"pre";1;"blokkige verrekijker";"joystick bovenop"
"121122";"pre";2;"grote piramide bovenop";"piramide bovenop"
"121122";"pre";3;"gedraaide steunpoot";"trofee"
"121122";"pre";4;"twee rechts uitstekende blokken";"is teken zijkant"
"121122";"pre";5;"horizontaal rechthoek blok bovenop";"houdt potlood vast"
"121122";"pre";6;"neus met paal";"kopje aan zuignap"
"121122";"pre";7;"bumper driekwart hoogte";"bankje"
"121122";"pre";8;"verticaal vierkanten boven";"twee kromme pootjes"
"121122";"pre";9;"cirkel achter hoofd";"lijkt op steelpan"
"121122";"pre";10;"horizontale buis";"zonnepaneel op achtergrond"
"121122";"pre";11;"rechthoekig uitsteeksel middenboven";"dikke neus voorkant"
"121122";"pre";12;"niervormig uitsteeksel links";"horizontaal rondje voorkant"
"121122";"pre";13;"grote vierkante onderplaat";"vierkante plaat eronder"
"121122";"pre";14;"bal bovenop";"verticale paal voorkant"
"121122";"pre";15;"vierkante plaat middenhoog";"in platte schijf"
"121122";"pre";16;"blokkig uitsteeksel rechts";"vierkantjes toren voorkant"
"121122";"post";1;"verrekijker vierkant";"gamer"
"121122";"post";2;"piramide bovenop";"piramide bovenop"
"121122";"post";3;"dna spiraal driehoek blok";"dna streng"
"121122";"post";4;"afgevlakte piramide bovenop";"is teken zijkant"
"121122";"post";5;"vierkante balk bovenop";"potloodje"
"121122";"post";6;"neus plus ring";"inboorling"
"121122";"post";7;"bumper piramide omgedraaid";"bankje of bumper"
"121122";"post";8;"sik";"sikje"
"121122";"post";9;"op plateau";"blok"
"121122";"post";10;"zonnepaneeltje bovenop";"zonnepaneel"
"121122";"post";11;"bolle neus";"grote neus"
"121122";"post";12;"plateau rechts";"plantenbak"
"121122";"post";13;"twee staartjes horizontaal";"plaat eronder"
"121122";"post";14;"bol bovenop";"verticale paal vooraan"
"121122";"post";15;"vierkante rok midden";"tutu"
"121122";"post";16;"vierkante kijker rechts";"piraten verrekijker"
"123124";"pre";1;"ruimteschip twee motors";"bliksemschicht robot vierkant"
"123124";"pre";2;"piramide bovenop";"driehoek boven"
"123124";"pre";3;"troffe draaiende hendel";"3d driehoek onder"
"123124";"pre";4;"nespresso cupje bovenop";"twee balkjes rechts"
"123124";"pre";5;"compact rechthoekje bovenop";"ober balk cilindertje"
"123124";"pre";6;"neus met piercing";"gieter hoofd"
"123124";"pre";7;"plank hoog";"hoog ophang schapje links"
"123124";"pre";8;"pinokkio gek hoedje";"twee gebogen balkjes"
"123124";"pre";9;"ronde deksel achterop";"pinokkio cilinder links"
"123124";"pre";10;"hamer";"paaltje links rechts"
"123124";"pre";11;"neus zonder piercing";"cirkel omgekeerde kegel"
"123124";"pre";12;"spijker in hendel";"lippen schapje kegel"
"123124";"pre";13;"op grote snijplank";"diamantjes beide kanten"
"123124";"pre";14;"ei bovenop kopje";"bol boven"
"123124";"pre";15;"plank door kopje";"twee cilinders boven"
"123124";"pre";16;"steekt overal uit";"knuppel boven rechts"
"123124";"post";1;"ruimteschip";"ruimteschip"
"123124";"post";2;"piramide en kogel";"piramide en kogel"
"123124";"post";3;"beker";"winnaars beker"
"123124";"post";4;"kip";"kip"
"123124";"post";5;"wall-e";"wall-e robot"
"123124";"post";6;"neus met piercing";"neus met piercing"
"123124";"post";7;"schap met bakje";"schapje met bakje"
"123124";"post";8;"karate kid";"karate kid"
"123124";"post";9;"pinokkio met plukje";"pinokkio met cirkel"
"123124";"post";10;"hamer met standaard";"hamer vierkant plateau"
"123124";"post";11;"neus zonder piercing";"neus zonder piercing"
"123124";"post";12;"eiffeltoren serveerster";"eiffeltoren spijker"
"123124";"post";13;"pippi langkous";"pippi langkous"
"123124";"post";14;"omhelzing";"omhelzing"
"123124";"post";15;"olifant met arm";"olifant met arm"
"123124";"post";16;"twee hendels";"joystick"
"125126";"pre";1;"hoofd met verrekijker";"vierkant aan voorzijde"
"125126";"pre";2;"driehoek bovenop";"holle driehoek bovenop"
"125126";"pre";3;"opstaand juichend poppetje";"trofee op driehoek"
"125126";"pre";4;"platte vogel";"uitkomst teken som rechterzijde"
"125126";"pre";5;"halve kegel links";"rechthoek bovenop beker"
"125126";"pre";6;"propellor met schijfje";"hendel bal schijf"
"125126";"pre";7;"bakje op mok houder";"tafelblad twee poten"
"125126";"pre";8;"pinokkio neus schuinrechts";"staaf doorboort vierkant"
"125126";"pre";9;"cocktail met citroen schijfje";"toilet op ovaal"
"125126";"pre";10;"bol einde armen";"pilaren weerszijden vierkant"
"125126";"pre";11;"bolle neus ernie";"rechthoek pion bovenop"
"125126";"pre";12;"serveerder dienblad rechts";"uitsteeksel holle cirkel"
"125126";"pre";13;"platte cirkel neus";"vierkante ondergrond beker"
"125126";"pre";14;"balletje bovenop mok";"bal bovenop"
"125126";"pre";15;"vierkante tutu ballet";"vierkant halverwege beker"
"125126";"pre";16;"ouderwetse theepot";"ovaal bovenop links"
"125126";"post";1;"antenne en verrekijker";"robot antenne met kubus verrekijker"
"125126";"post";2;"holle driehoek bovenop";"holle driehoek bovenop"
"125126";"post";3;"trofee";"trofee op driehoek"
"125126";"post";4;"vogel";"oplossings teken lijkt vogeltje"
"125126";"post";5;"rechthoek bovenop";"lange zijde balk"
"125126";"post";6;"ernie met piercing";"neus met piercing"
"125126";"post";7;"tafeltje met bakje";"tafel met bakje"
"125126";"post";8;"stoeptegel in achterhoofd";"dubbele stoeptegel bovenkant"
"125126";"post";9;"cocktail of wc";"cocktailglas half citroentje"
"125126";"post";10;"amsterdamse paaltjes";"verkeerspalen amsterdam zijkanten"
"125126";"post";11;"ernie zijkant toblerone";"ernie met driehoek"
"125126";"post";12;"dienblad";"dienblad met nagel"
"125126";"post";13;"mok bovenop vierkant";"vierkant diamant strook zijkanten"
"125126";"post";14;"bolletje bovenop";"balletje rechte balk"
"125126";"post";15;"vierkante tutu slurfje";"tutu met slurf"
"125126";"post";16;"uitklappende kubussen rechterkant";"slurf met kubussen"
"127128";"pre";1;"twee linker antennes";"onweer en spijker"
"127128";"pre";2;"bovenop puntige driehoek";"angry birds hanenkam"
"127128";"pre";3;"meest langwerpig";"twister lange sokkel"
"127128";"pre";4;"twee balkjes rechts";"stekker met trapezium"
"127128";"pre";5;"meest compact";"hamer en drukknop"
"127128";"pre";6;"bal midden voorkant";"neus bot ei veer"
"127128";"pre";7;"opgetild bakje";"weegschaal wipwap bankje"
"127128";"pre";8;"doorboorde ruit bovenop";"uitsteken naar buiten"
"127128";"pre";9;"achterkant veertje rechtsboven";"sokkel met lepel"
"127128";"pre";10;"lijkt op spagaat";"zonnepaneel doorboring staaf"
"127128";"pre";11;"ovale bol voorkant";"zwevend ei lepel"
"127128";"pre";12;"pilon omgekeerd links";"bijtel en platform"
"127128";"pre";13;"zes ruitjes totaal";"pippi langkous plaat"
"127128";"pre";14;"lange balk voorkant";"ei doorboorde tak"
"127128";"pre";15;"vierkant rondom middel";"platform door mok"
"127128";"pre";16;"grote pluim bovenop";"waterdruppels en onweer"
"127128";"post";1;"robot";"robot"
"127128";"post";2;"puntige driehoek bovenop";"piramide uitlopend blok"
"127128";"post";3;"voetbaltrofee";"voetbal trofee"
"127128";"post";4;"stompe driehoek";"stekker"
"127128";"post";5;"meest compact";"hamer balk bovenop"
"127128";"post";6;"indiaan";"indiaan veer neusbot"
"127128";"post";7;"tafeltje met salade bakje";"picknick tafel salade bak"
"127128";"post";8;"doorboorde ruit bovenop";"complexe figuur"
"127128";"post";9;"spaarpot";"spaarpot met lepel"
"127128";"post";10;"spagaat";"kantelscherm twee staven"
"127128";"post";11;"ei liniaal lepel";"zwevend ei liniaal"
"127128";"post";12;"dienblad omgedraaide pilon";"dienblad pylon"
"127128";"post";13;"twee staartjes";"pippi langkous"
"127128";"post";14;"balk ervoor ei bovenop";"zwevend ei balk"
"127128";"post";15;"glijbaan op platform";"waterglijbaan platform"
"127128";"post";16;"twee grote lepels";"twee grootste lepels"
"129130";"pre";1;"grote plaat rechtsvoor";"vierkant rechts"
"129130";"pre";2;"puntige driehoek bovenop";"piramide bovenop"
"129130";"pre";3;"kubus rechts bovenop";"twee vierkanten bovenop"
"129130";"pre";4;"twee balken rechts";"is rechts"
"129130";"pre";5;"liggende balk bovenop";"balkje horizontaal bovenop"
"129130";"pre";6;"appel steeltje naar linksboven";"ovaal met balk"
"129130";"pre";7;"complex en breed";"plank omgekeerde piramide"
"129130";"pre";8;"veel uitsteeksels overal";"ruit schroef bovenop"
"129130";"pre";9;"halve hockey puk linksboven";"halve cirkel achterkant"
"129130";"pre";10;"lang handvat rechts";"gieter vierkant achter"
"129130";"pre";11;"liggend ei rechts";"ovaal rechts"
"129130";"pre";12;"ronde tafel schijf rechts";"horizontale cirkel rechts"
"129130";"pre";13;"zes kleine diamantjes";"bovenop een vierkant"
"129130";"pre";14;"bal bovenop";"bal bovenop"
"129130";"pre";15;"twee";"omringend vierkant halverwegen"
"129130";"pre";16;"bovenop rechtopstaand ovaal";"rechts blokken"
"129130";"post";1;"robot plat vierkant";"de robot"
"129130";"post";2;"grootste driehoek bovenin";"groot driehoek muilkorf"
"129130";"post";3;"cocktail";"de cocktail"
"129130";"post";4;"vogeltje is teken";"is teken vogeltje"
